"n","muPredicted"
0,0.0109881648616213
0,0.00562483978459191
0,0.0456966840239401
0,0.00639592329932573
0,0.0883624817351601
0,0.0166155992567101
0,0.089430190677788
0,0.0740674497871506
0,0.0346994679840673
0,0.0161136490423944
0,0.0220853808354953
0,0.00459938523764807
0,0.098104801745049
0,0.164711418514842
0,0.00856820941977659
0,0.0373997574261311
0,0.0373048891426007
0,0.04430204938906
